product_id,real_tn,pred_tn,tn_feb
20001,1504.688560,1290.454704,1197.591853
20002,1087.308550,1154.710632,1066.325522
20003,892.501290,927.968017,616.379639
20004,637.900020,545.832527,370.242518
20005,593.244430,467.739436,379.091848
20006,417.232280,410.580712,327.077600
20007,390.434320,347.932622,307.046979
20008,195.368540,360.118690,332.584777
20009,495.035740,557.943464,355.639567
20010,359.599980,373.878052,280.185908
20011,392.382900,317.522875,317.221671
20012,173.130040,351.059386,282.392262
20013,318.091410,381.386089,311.114859
20014,272.028120,374.392423,308.398542
20015,297.276630,313.938539,298.160347
20016,273.202020,264.522275,217.532823
20017,216.907730,235.099242,248.118788
20018,141.635700,270.707674,200.736141
20019,351.547080,281.328830,254.714904
20020,266.063580,260.615110,220.330378
20021,203.767210,231.146590,186.399666
20022,210.834600,223.975808,165.429276
20023,181.132770,219.766702,176.160847
20024,270.450180,157.273876,158.710211
20025,241.834320,180.652401,156.034605
20026,235.104190,231.636056,198.516985
20027,155.258760,212.816737,168.073213
20028,109.926180,190.225976,144.628408
20029,150.648690,165.070610,151.274449
20030,102.757200,121.335320,131.400422
20031,139.915770,160.658112,132.735971
20032,527.798110,511.252218,337.319572
20033,96.762120,131.092788,129.526414
20035,179.979120,137.159159,131.359664
20037,63.372740,111.231344,122.734851
20038,157.684770,139.554228,128.059448
20039,128.403940,136.762223,124.440880
20041,113.113790,122.362597,130.736446
20042,124.200860,146.729323,135.568939
20043,93.772220,118.511299,128.535304
20044,59.617470,136.993977,134.434586
20045,149.899610,129.706503,129.095269
20046,149.956300,129.760738,135.451234
20047,71.497630,145.636079,133.148125
20049,124.848360,172.841256,134.404006
20050,117.027420,108.623236,131.407730
20051,132.460380,130.665340,129.612035
20052,95.510680,99.049767,122.657268
20053,146.365840,126.983844,125.764708
20054,121.209100,124.547121,132.114365
20055,65.857470,98.556239,116.954873
20056,63.718200,100.244048,123.281823
20057,141.367740,111.153613,120.096484
20058,117.829850,101.805630,111.992973
20059,111.511390,111.054017,131.175661
20061,106.448950,115.658559,121.226332
20062,90.976370,92.540244,107.442152
20063,103.523720,112.780677,114.909474
20065,77.985180,110.628797,117.317055
20066,119.281340,112.177840,82.392847
20067,88.495660,107.938414,102.906089
20068,92.927370,99.649362,110.313090
20069,136.639840,100.601446,111.566040
20070,68.443160,97.672876,116.371309
20071,104.770910,112.921673,96.649657
20072,32.268600,93.320768,110.735377
